product,brand,budget,use_case,urgency,decision_stage,sentiment_score,confidence_score,hesitation_score,feature_count,brand_count,price_sensitivity,interaction_length,conversion
headphones,bose,15000,fitness,exploring,decision,0.98,0.89,0.12,1,2,low,7,1
microwave,oneplus,27000,photography,no_rush,decision,0.87,0.89,0.5,7,4,medium,10,0
microwave,samsung,27000,photography,exploring,awareness,0.55,0.66,0.38,8,3,low,5,1
television,bose,125000,office,exploring,decision,0.38,0.13,0.81,2,2,medium,6,1
refrigerator,lenovo,48000,entertainment,flexible,mid,0.89,0.94,0.02,8,4,high,6,1
washing_machine,samsung,35000,travel,soon,early,0.86,0.39,0.26,1,3,low,5,1
television,lenovo,181000,professional,exploring,early,0.3,0.29,0.83,3,5,medium,2,0
refrigerator,dell,69000,gaming,no_rush,awareness,0.76,0.68,0.22,7,2,high,5,1
monitor,bose,24000,business,immediate,mid,0.32,0.42,0.8,4,1,low,3,0
air_conditioner,apple,41000,creative,exploring,awareness,0.26,0.12,0.61,7,2,medium,5,0
mouse,xiaomi,8000,casual,exploring,decision,0.51,0.66,0.11,5,3,low,4,1
refrigerator,dell,72000,entertainment,flexible,mid,0.64,0.82,0.48,5,2,low,5,0
monitor,lenovo,34000,gaming,flexible,decision,0.72,0.41,0.53,3,1,medium,6,0
microwave,sony,26000,home_use,soon,mid,0.33,0.58,0.39,7,4,high,9,0
monitor,apple,64000,gaming,flexible,decision,0.91,0.77,0.19,6,5,high,1,0
camera,jbl,60000,entertainment,soon,decision,0.09,0.05,0.87,7,2,low,3,1
headphones,oneplus,10000,home_use,immediate,mid,0.81,0.65,0.34,8,4,medium,7,1
monitor,whirlpool,44000,photography,immediate,decision,0.48,0.79,0.16,7,4,medium,8,1
refrigerator,jbl,92000,business,exploring,awareness,0.7,0.75,0.53,1,5,high,8,1
air_conditioner,xiaomi,87000,streaming,exploring,early,0.89,0.93,0.08,8,4,medium,3,1
smartphone,hp,96000,work_from_home,exploring,early,0.05,0.06,0.95,5,3,low,3,0
camera,canon,153000,coding,exploring,decision,0.91,0.96,0.08,8,2,low,5,1
microwave,sony,15000,home_use,immediate,awareness,0.63,0.38,0.3,1,5,high,7,0
laptop,sony,190000,professional,exploring,awareness,0.05,0.05,0.96,8,3,high,4,0
television,apple,227000,streaming,exploring,awareness,0.75,0.79,0.06,3,5,medium,8,0
microwave,hp,26000,home_use,exploring,early,0.79,0.33,0.58,5,5,high,9,0
microwave,oneplus,29000,office,exploring,decision,0.15,0.09,0.97,5,2,low,7,1
television,lenovo,239000,home_use,immediate,late,0.39,0.17,0.55,5,4,medium,3,0
refrigerator,dell,91000,study,immediate,early,0.99,0.97,0.05,8,2,low,6,0
camera,lg,63000,photography,no_rush,late,0.07,0.14,0.91,1,5,high,6,0
keyboard,apple,20000,office,flexible,mid,0.76,0.81,0.74,6,5,high,4,1
laptop,apple,108000,work_from_home,soon,decision,0.78,0.22,0.77,3,2,medium,6,1
air_conditioner,apple,90000,home_use,flexible,awareness,0.89,0.98,0.07,8,5,high,1,1
keyboard,whirlpool,12000,study,flexible,mid,0.53,0.68,0.2,7,1,low,8,1
speaker,dell,49000,gaming,soon,awareness,0.5,0.35,0.32,3,1,high,9,1
monitor,lg,68000,business,flexible,decision,0.48,0.34,0.83,6,2,high,7,1
speaker,canon,9000,coding,immediate,late,0.15,0.24,0.89,1,1,medium,7,0
tablet,hp,13000,fitness,flexible,decision,0.5,0.48,0.36,4,5,low,7,1
monitor,whirlpool,15000,casual,immediate,early,0.97,0.74,0.14,1,3,low,7,1
camera,hp,61000,fitness,no_rush,decision,0.7,0.88,0.06,4,4,medium,4,0
air_conditioner,dell,39000,office,no_rush,early,0.69,0.82,0.22,6,5,medium,6,0
laptop,whirlpool,56000,home_use,soon,mid,0.59,0.66,0.51,3,5,medium,7,1
smartwatch,xiaomi,39000,entertainment,exploring,late,0.12,0.15,0.94,3,3,medium,2,0
microwave,sony,8000,streaming,soon,mid,0.5,0.4,0.29,8,2,high,4,0
tablet,lenovo,13000,professional,soon,late,0.9,0.91,0.19,1,5,medium,9,1
camera,canon,93000,gaming,exploring,awareness,0.29,0.08,0.96,5,3,low,9,0
air_conditioner,samsung,20000,office,immediate,decision,0.7,0.87,0.1,5,1,medium,8,1
refrigerator,sony,20000,business,flexible,awareness,0.08,0.05,0.99,1,3,high,2,0
headphones,asus,19000,office,immediate,late,0.86,0.92,0.26,4,5,low,7,1
tablet,canon,65000,home_use,exploring,decision,0.98,0.96,0.04,5,4,medium,6,1
headphones,lg,29000,home_use,exploring,decision,0.27,0.49,0.67,5,3,high,4,0
headphones,bose,2000,business,exploring,late,0.25,0.62,0.4,2,3,low,8,1
speaker,samsung,45000,photography,immediate,late,0.59,0.3,0.69,4,5,high,9,1
laptop,jbl,198000,work_from_home,soon,early,0.46,0.18,0.62,3,2,low,4,0
laptop,hp,75000,travel,no_rush,late,0.12,0.05,0.81,1,4,medium,8,0
speaker,xiaomi,39000,office,no_rush,decision,0.85,0.58,0.07,5,1,medium,5,1
keyboard,apple,20000,study,exploring,late,0.18,0.13,0.88,6,3,medium,9,1
washing_machine,bosch,71000,gaming,flexible,early,0.49,0.52,0.62,4,1,medium,3,0
speaker,whirlpool,21000,entertainment,soon,mid,0.84,0.76,0.12,5,2,high,5,0
tablet,oneplus,39000,entertainment,no_rush,awareness,0.07,0.15,0.96,3,1,low,3,0
mouse,xiaomi,0,creative,exploring,decision,0.23,0.3,0.54,4,3,medium,1,1
keyboard,asus,18000,entertainment,exploring,late,0.73,0.53,0.77,3,2,high,8,0
tablet,oneplus,38000,office,soon,mid,0.79,0.7,0.61,8,3,medium,10,1
smartwatch,lg,32000,travel,exploring,mid,0.64,0.69,0.62,8,4,low,4,1
tablet,jbl,41000,home_use,flexible,early,0.31,0.37,0.58,1,1,medium,1,0
mouse,whirlpool,8000,photography,immediate,decision,0.06,0.05,0.96,7,5,low,4,0
headphones,asus,3000,casual,exploring,early,0.26,0.52,0.32,3,3,medium,3,1
air_conditioner,hp,25000,photography,no_rush,early,0.06,0.05,0.99,8,1,low,1,0
mouse,sony,0,coding,soon,decision,0.22,0.58,0.24,3,5,low,10,1
keyboard,asus,10000,business,soon,early,0.23,0.44,0.58,7,5,medium,10,0
refrigerator,hp,44000,streaming,exploring,decision,0.38,0.41,0.28,1,3,high,7,0
headphones,asus,13000,business,flexible,decision,0.43,0.05,0.82,1,3,medium,8,0
smartphone,canon,110000,casual,no_rush,decision,0.8,0.8,0.15,1,3,low,7,0
refrigerator,hp,99000,streaming,immediate,awareness,0.1,0.05,0.96,8,1,medium,6,0
smartwatch,bosch,58000,streaming,immediate,decision,0.17,0.05,0.95,5,2,low,9,0
smartphone,samsung,77000,streaming,no_rush,awareness,0.73,0.92,0.19,3,1,high,5,1
speaker,lg,5000,casual,no_rush,awareness,0.63,0.18,0.95,6,5,high,7,1
monitor,bosch,43000,fitness,no_rush,awareness,0.74,0.46,0.46,3,4,low,4,0
headphones,oneplus,5000,professional,exploring,decision,0.21,0.15,0.72,2,5,low,3,0
headphones,canon,20000,home_use,soon,late,0.53,0.58,0.73,8,1,low,3,0
tablet,sony,67000,fitness,flexible,late,0.73,0.36,0.41,2,4,high,10,1
television,canon,268000,professional,flexible,early,0.05,0.68,0.74,8,1,high,10,0
mouse,whirlpool,6000,coding,flexible,early,0.33,0.46,0.6,5,4,low,4,1
smartwatch,lenovo,52000,business,exploring,late,0.38,0.34,0.33,7,3,medium,6,0
smartphone,asus,62000,photography,immediate,decision,0.58,0.16,0.5,8,2,high,10,1
tablet,hp,72000,home_use,immediate,decision,0.45,0.33,0.71,4,5,medium,7,1
camera,xiaomi,140000,office,no_rush,awareness,0.51,0.37,0.83,1,3,high,5,0
tablet,bosch,34000,streaming,no_rush,awareness,0.37,0.05,0.91,4,5,low,9,0
mouse,lenovo,0,office,immediate,mid,0.59,0.77,0.35,4,2,low,8,1
tablet,samsung,10000,entertainment,flexible,mid,0.49,0.44,0.49,1,2,high,3,0
smartwatch,bosch,54000,entertainment,exploring,awareness,0.44,0.67,0.42,4,2,medium,10,1
keyboard,lg,9000,gaming,exploring,late,0.48,0.96,0.04,4,2,medium,2,1
smartwatch,oneplus,17000,photography,flexible,mid,0.63,0.47,0.11,8,3,low,5,1
microwave,asus,26000,photography,no_rush,decision,0.23,0.34,0.65,4,5,medium,5,0
television,sony,110000,study,immediate,decision,0.2,0.45,0.52,1,2,low,5,1
smartphone,apple,119000,photography,no_rush,late,0.71,0.96,0.03,7,3,high,9,1
camera,sony,43000,work_from_home,no_rush,mid,0.2,0.22,0.65,4,3,medium,6,0
television,hp,279000,professional,immediate,late,0.33,0.95,0.37,3,5,medium,7,1
camera,bose,81000,gaming,immediate,early,0.94,0.98,0.08,5,2,low,10,1
television,jbl,104000,fitness,flexible,decision,0.25,0.16,0.64,7,1,high,3,0
microwave,hp,26000,work_from_home,flexible,late,0.79,0.87,0.21,3,2,low,8,1
